asset_id,asset_type,age_days,days_since_last_pm,cumulative_downtime_hours,historical_work_order_count,vibration_rms,operating_temperature_c,power_consumption_kwh,ambient_humidity,thermal_vibration_index,pm_overdue_ratio,downtime_intensity,failed_within_30_days
AST-WAT-664,Water Pump,723,204,4.9,2,5.2,83.8,32.5,38.5,2.902,2.267,0.203,0
AST-IT -295,IT Server,1591,166,7.9,9,3.82,65.1,20.3,51.3,1.657,1.844,0.149,1
AST-ELE-741,Elevator,711,199,16.4,2,5.42,75.9,40.3,67.4,2.743,2.211,0.692,0
AST-IT -766,IT Server,1776,133,46.0,9,3.47,62.5,17.6,46.7,1.447,1.478,0.777,1
AST-ELE-140,Elevator,1153,47,6.4,6,1.44,45.4,31.7,53.1,0.436,0.522,0.167,0
AST-GEN-460,Generator,1900,198,72.1,11,6.53,94.5,45.9,24.5,4.114,2.2,1.138,1
AST-HVA-633,HVAC,2496,95,182.5,18,4.07,71.0,21.8,47.2,1.925,1.056,2.194,1
AST-HVA-940,HVAC,360,186,1.0,4,4.28,65.1,29.2,50.1,1.858,2.067,0.083,0
AST-IT -707,IT Server,796,173,68.4,3,3.89,69.3,21.8,41.3,1.795,1.922,2.578,1
AST-GEN-426,Generator,1051,80,0.2,6,3.36,72.5,34.2,62.0,1.625,0.889,0.006,0
AST-ELE-158,Elevator,1447,2,17.4,9,2.28,62.3,32.6,38.3,0.947,0.022,0.361,0
AST-WAT-771,Water Pump,43,127,3.1,1,3.63,53.5,28.9,60.2,1.296,1.411,2.163,0
AST-HVA-840,HVAC,2317,142,39.1,12,3.75,70.3,30.5,44.0,1.756,1.578,0.506,0
AST-MED-679,Medical,1187,169,23.3,14,4.51,57.8,13.8,31.4,1.737,1.878,0.589,0
AST-IT -911,IT Server,1666,51,223.1,11,2.29,48.1,14.6,43.6,0.734,0.567,4.017,0
AST-LAB-486,Lab Equipment,2096,107,0.1,7,2.71,49.1,12.0,59.4,0.889,1.189,0.001,0
AST-LAB-228,Lab Equipment,319,61,0.6,1,1.75,48.1,14.4,48.2,0.562,0.678,0.056,0
AST-HVA-931,HVAC,1362,234,93.8,5,8.08,100.5,33.5,77.4,5.416,2.6,2.066,1
AST-HVA-725,HVAC,1083,142,83.2,7,4.56,67.4,27.5,56.9,2.048,1.578,2.305,1
AST-MED-384,Medical,731,42,25.3,2,1.16,43.9,8.2,74.2,0.339,0.467,1.038,0
AST-IT -440,IT Server,1408,26,70.6,10,2.14,47.3,19.4,46.4,0.674,0.289,1.504,0
AST-WAT-944,Water Pump,803,182,1.3,2,5.82,76.6,29.0,56.3,2.969,2.022,0.049,1
AST-MED-727,Medical,305,90,8.5,2,1.18,39.2,7.3,64.2,0.307,1.0,0.836,0
AST-IT -523,IT Server,882,169,3.0,5,3.34,66.6,20.3,44.8,1.48,1.878,0.102,0
AST-HVA-865,HVAC,437,7,5.1,3,2.26,49.8,19.2,52.7,0.75,0.078,0.35,0
AST-LAB-416,Lab Equipment,1433,28,9.3,7,1.67,45.2,8.8,49.7,0.504,0.311,0.195,0
AST-WAT-926,Water Pump,1786,59,156.8,9,6.4,72.4,24.7,68.4,3.091,0.656,2.634,1
AST-MED-851,Medical,70,219,0.0,0,4.53,62.1,17.6,48.9,1.876,2.433,0.0,0
AST-HVA-357,HVAC,295,126,13.4,2,4.32,71.0,15.5,39.2,2.044,1.4,1.363,0
AST-GEN-244,Generator,1001,67,2.2,7,2.55,74.0,34.3,79.2,1.257,0.744,0.066,0
AST-WAT-818,Water Pump,2024,216,53.4,12,7.92,81.8,36.6,62.2,4.318,2.4,0.792,1
AST-WAT-577,Water Pump,191,182,0.0,0,6.35,89.1,47.2,58.4,3.77,2.022,0.0,1
AST-WAT-794,Water Pump,736,56,42.7,3,1.99,54.0,33.2,41.7,0.717,0.622,1.74,0
AST-IT -214,IT Server,603,133,21.7,2,2.53,48.6,20.9,51.7,0.82,1.478,1.08,0
AST-HVA-911,HVAC,2185,209,1.7,9,6.13,91.0,27.0,28.8,3.721,2.322,0.023,1
AST-ELE-683,Elevator,972,91,10.1,2,3.26,54.7,23.0,55.2,1.189,1.011,0.312,0
AST-MED-790,Medical,1845,190,47.6,7,4.7,65.3,17.6,52.1,2.047,2.111,0.774,1
AST-ELE-427,Elevator,599,211,5.0,1,6.17,78.8,47.6,55.0,3.241,2.344,0.25,1
AST-GEN-551,Generator,1329,149,21.9,2,4.19,88.9,46.0,53.3,2.482,1.656,0.494,1
AST-WAT-977,Water Pump,2069,229,205.3,13,9.15,99.4,46.0,44.7,6.063,2.544,2.977,1
AST-HVA-189,HVAC,1282,156,34.9,6,4.45,66.6,20.2,42.8,1.977,1.733,0.817,0
AST-GEN-344,Generator,460,230,7.2,2,7.05,100.2,49.0,68.2,4.705,2.556,0.47,1
AST-IT -615,IT Server,1679,42,14.2,13,1.7,62.2,15.4,50.2,0.704,0.467,0.254,0
AST-HVA-936,HVAC,1799,188,6.8,5,5.74,87.6,24.4,37.9,3.352,2.089,0.113,1
AST-WAT-695,Water Pump,1092,173,77.5,8,4.74,69.2,35.6,45.5,2.184,1.922,2.129,0
AST-HVA-340,HVAC,2211,25,26.7,12,2.98,58.5,24.5,60.8,1.162,0.278,0.362,0
AST-HVA-349,HVAC,1740,77,20.7,8,3.14,50.9,27.1,49.2,1.066,0.856,0.357,0
AST-MED-832,Medical,409,174,0.0,0,3.63,48.2,13.2,42.7,1.167,1.933,0.0,0
AST-HVA-232,HVAC,307,129,75.2,5,4.29,68.2,17.9,35.6,1.951,1.433,7.349,1
AST-HVA-823,HVAC,1065,7,60.0,4,3.45,58.8,22.7,37.6,1.352,0.078,1.69,0
AST-LAB-146,Lab Equipment,581,133,8.3,2,3.22,52.6,14.7,39.6,1.131,1.478,0.429,0
AST-LAB-164,Lab Equipment,1769,163,22.8,9,4.67,66.6,18.7,48.8,2.075,1.811,0.387,0
AST-IT -556,IT Server,814,48,2.2,6,1.34,51.4,16.3,60.2,0.46,0.533,0.081,0
AST-MED-681,Medical,2380,123,86.7,14,3.66,55.0,10.7,43.1,1.345,1.367,1.093,0
AST-WAT-111,Water Pump,888,171,7.9,1,4.42,88.0,38.6,35.6,2.59,1.9,0.267,1
AST-HVA-386,HVAC,798,165,8.1,3,3.43,79.6,23.1,51.4,1.817,1.833,0.305,0
AST-LAB-361,Lab Equipment,902,186,57.5,8,4.65,57.0,21.2,54.9,1.77,2.067,1.912,1
AST-MED-232,Medical,457,12,15.5,3,1.57,35.5,8.3,25.0,0.37,0.133,1.018,0
AST-HVA-991,HVAC,214,207,3.0,3,5.64,80.2,32.7,36.8,3.013,2.3,0.421,1
AST-WAT-504,Water Pump,37,17,0.0,0,2.92,65.6,36.6,64.8,1.276,0.189,0.0,0
AST-MED-213,Medical,846,32,26.5,7,1.67,39.3,8.3,85.0,0.438,0.356,0.94,0
AST-MED-441,Medical,1894,147,25.8,7,3.67,55.8,14.7,47.3,1.365,1.633,0.409,0
AST-HVA-838,HVAC,1964,195,71.7,11,5.82,87.2,33.1,37.3,3.384,2.167,1.095,1
AST-GEN-801,Generator,553,174,74.5,3,4.97,90.3,54.6,59.8,2.992,1.933,4.042,1
AST-MED-533,Medical,1931,34,133.9,15,3.1,37.9,6.7,53.4,0.783,0.378,2.08,0
AST-LAB-486,Lab Equipment,344,182,5.7,2,4.13,64.1,20.3,60.6,1.764,2.022,0.497,0
AST-WAT-714,Water Pump,2320,150,157.7,17,6.02,80.8,41.2,33.7,3.244,1.667,2.039,1
AST-ELE-667,Elevator,1889,126,141.5,13,5.96,77.1,28.1,55.1,3.064,1.4,2.247,1
AST-ELE-548,Elevator,1549,222,13.7,5,5.26,88.3,40.4,65.1,3.096,2.467,0.265,1
AST-IT -591,IT Server,1933,169,48.7,12,4.33,54.4,20.5,72.6,1.568,1.878,0.756,1
AST-WAT-318,Water Pump,2229,22,79.0,6,4.21,71.2,34.6,62.4,2.0,0.244,1.063,0
AST-IT -328,IT Server,1899,165,160.3,10,4.9,72.1,24.9,58.5,2.354,1.833,2.532,1
AST-GEN-142,Generator,1167,130,23.4,4,4.91,78.7,52.5,74.4,2.575,1.444,0.602,1
AST-HVA-381,HVAC,1509,30,41.8,10,2.05,56.4,20.4,36.1,0.771,0.333,0.831,0
AST-MED-449,Medical,2083,105,9.8,11,2.84,46.9,7.1,54.5,0.888,1.167,0.141,0
AST-WAT-948,Water Pump,376,166,13.2,2,4.43,68.4,38.4,59.3,2.023,1.844,1.053,0
AST-LAB-948,Lab Equipment,944,72,37.0,3,2.54,44.9,12.4,63.4,0.76,0.8,1.176,0
AST-IT -802,IT Server,155,128,0.0,0,2.21,44.2,14.5,29.9,0.651,1.422,0.0,0
AST-IT -773,IT Server,1679,200,49.1,8,5.3,81.8,27.1,54.9,2.893,2.222,0.877,1
AST-ELE-141,Elevator,1045,161,6.6,9,6.1,65.0,37.9,73.8,2.643,1.789,0.189,0
AST-HVA-456,HVAC,2014,207,11.4,8,6.36,86.1,28.4,27.7,3.65,2.3,0.17,1
AST-MED-734,Medical,819,233,2.0,4,5.55,68.2,19.7,59.3,2.524,2.589,0.073,1
AST-WAT-652,Water Pump,1362,62,12.8,5,1.82,52.2,31.6,62.5,0.635,0.689,0.282,0
AST-ELE-243,Elevator,165,93,2.2,1,1.68,59.7,25.1,55.3,0.671,1.033,0.4,0
AST-WAT-413,Water Pump,2491,49,6.5,16,4.67,69.9,28.5,37.3,2.175,0.544,0.078,0
AST-IT -287,IT Server,1865,21,198.3,13,2.92,62.2,15.1,49.1,1.21,0.233,3.19,0
AST-MED-357,Medical,157,106,11.3,2,1.72,50.2,9.2,68.6,0.577,1.178,2.159,0
AST-MED-967,Medical,1752,230,11.4,3,5.8,69.8,20.6,39.6,2.701,2.556,0.195,1
AST-GEN-155,Generator,1947,163,9.4,14,4.28,100.1,74.7,73.6,2.854,1.811,0.145,1
AST-MED-301,Medical,1908,144,45.9,9,3.63,54.0,11.0,57.2,1.307,1.6,0.722,0
AST-GEN-156,Generator,1448,92,23.2,4,3.7,69.4,45.1,60.2,1.712,1.022,0.481,0
AST-MED-836,Medical,1408,194,4.3,8,4.38,62.2,17.0,54.3,1.813,2.156,0.092,1
AST-MED-373,Medical,1186,240,0.4,1,5.96,64.3,19.9,53.3,2.555,2.667,0.01,0
AST-HVA-560,HVAC,2144,182,81.2,14,6.55,88.4,32.1,63.6,3.858,2.022,1.136,1
AST-LAB-566,Lab Equipment,1946,179,43.4,12,4.93,59.1,17.8,60.3,1.942,1.989,0.669,0
AST-WAT-638,Water Pump,2233,206,187.6,16,8.8,96.8,33.3,40.2,5.683,2.289,2.52,1
AST-GEN-759,Generator,584,205,24.4,5,6.4,94.7,48.8,60.2,4.04,2.278,1.253,1
AST-HVA-858,HVAC,188,117,0.0,0,2.88,52.9,24.7,40.6,1.016,1.3,0.0,0
AST-ELE-782,Elevator,67,237,47.6,3,6.37,78.7,40.5,40.6,3.34,2.633,21.313,1
AST-WAT-874,Water Pump,1301,127,45.7,4,4.04,72.6,41.1,45.3,1.953,1.411,1.054,0
AST-HVA-227,HVAC,741,76,161.3,10,3.78,57.4,22.5,47.1,1.45,0.844,6.53,1
AST-ELE-554,Elevator,1533,172,15.9,12,6.11,93.7,34.4,51.3,3.813,1.911,0.311,1
AST-ELE-115,Elevator,1174,25,1.5,10,2.05,62.3,25.1,25.6,0.85,0.278,0.038,0
AST-HVA-810,HVAC,1302,142,21.4,6,4.05,69.6,32.8,56.4,1.877,1.578,0.493,0
AST-LAB-183,Lab Equipment,2167,108,15.5,8,2.93,43.3,12.5,78.8,0.843,1.2,0.215,0
AST-MED-252,Medical,1805,33,65.8,12,2.93,50.6,8.4,39.7,0.987,0.367,1.094,0
AST-MED-943,Medical,2068,16,37.8,8,2.18,44.2,6.6,46.5,0.642,0.178,0.548,0
AST-IT -661,IT Server,1727,121,17.9,7,2.49,50.0,20.5,29.4,0.831,1.344,0.311,0
AST-WAT-116,Water Pump,511,129,46.5,5,3.93,69.6,34.0,46.7,1.826,1.433,2.73,0
AST-WAT-114,Water Pump,975,63,15.4,9,1.85,56.0,35.0,65.4,0.692,0.7,0.474,0
AST-LAB-895,Lab Equipment,222,178,48.2,3,4.44,63.4,15.4,56.1,1.876,1.978,6.514,1
AST-MED-329,Medical,149,119,3.3,2,2.26,41.4,10.2,44.3,0.624,1.322,0.664,0
AST-MED-960,Medical,1570,169,8.7,9,4.4,63.9,12.2,50.4,1.875,1.878,0.166,0
AST-IT -679,IT Server,2007,169,135.1,16,4.9,79.3,21.6,51.5,2.592,1.878,2.019,1
AST-IT -930,IT Server,275,194,1.0,1,4.15,57.8,28.1,78.3,1.598,2.156,0.109,0
AST-WAT-158,Water Pump,1098,205,1.9,1,5.67,75.6,43.2,65.3,2.857,2.278,0.052,0
AST-IT -203,IT Server,1930,114,62.2,6,2.76,56.4,18.5,47.8,1.039,1.267,0.967,0
AST-ELE-612,Elevator,2446,147,1.6,15,2.86,76.2,34.0,67.0,1.453,1.633,0.02,1
AST-LAB-961,Lab Equipment,2379,42,369.7,25,3.27,43.9,12.8,60.1,0.957,0.467,4.662,1
AST-HVA-389,HVAC,2190,32,22.7,13,2.12,52.1,23.7,65.5,0.736,0.356,0.311,0
AST-ELE-296,Elevator,272,24,37.4,3,2.92,59.8,27.5,58.8,1.164,0.267,4.125,0
AST-WAT-395,Water Pump,1033,35,35.9,5,1.34,73.1,29.1,43.3,0.655,0.389,1.043,0
AST-WAT-370,Water Pump,1493,177,12.7,12,6.02,81.2,44.0,56.0,3.262,1.967,0.255,1
AST-MED-199,Medical,2119,202,304.7,12,5.87,67.9,16.0,58.3,2.658,2.244,4.314,1
AST-LAB-476,Lab Equipment,2465,21,13.7,9,2.27,44.5,11.6,39.6,0.675,0.233,0.167,0
AST-LAB-158,Lab Equipment,118,63,12.9,1,1.63,37.2,14.5,36.2,0.405,0.7,3.28,0
AST-WAT-571,Water Pump,1139,51,20.1,7,1.9,53.0,28.8,42.3,0.672,0.567,0.529,0
AST-GEN-462,Generator,1591,207,73.5,6,7.25,96.4,62.0,55.9,4.659,2.3,1.386,1
AST-MED-129,Medical,1384,54,22.6,5,1.5,39.7,8.9,39.2,0.397,0.6,0.49,0
AST-MED-193,Medical,664,53,0.7,3,1.21,44.3,6.8,70.4,0.357,0.589,0.032,0
AST-WAT-444,Water Pump,1086,28,7.8,3,2.48,57.3,32.3,64.2,0.95,0.311,0.215,0
AST-HVA-706,HVAC,140,164,6.4,1,3.75,66.4,30.4,55.7,1.66,1.822,1.371,0
AST-LAB-111,Lab Equipment,2032,27,1.1,12,1.66,45.0,12.6,57.1,0.497,0.3,0.016,0
AST-LAB-765,Lab Equipment,2418,53,18.2,13,1.97,53.5,12.7,39.7,0.701,0.589,0.226,0
AST-HVA-469,HVAC,556,46,16.6,6,2.16,55.6,21.7,59.6,0.8,0.511,0.896,0
AST-ELE-416,Elevator,1114,42,10.0,5,1.28,51.6,25.2,32.4,0.441,0.467,0.269,0
AST-LAB-902,Lab Equipment,1822,168,20.4,12,4.64,67.8,19.8,55.0,2.098,1.867,0.336,0
AST-GEN-866,Generator,1527,209,70.0,8,6.46,87.3,60.4,43.2,3.76,2.322,1.375,1
AST-MED-785,Medical,587,81,30.4,3,1.25,44.9,7.9,29.0,0.374,0.9,1.554,0
AST-HVA-226,HVAC,1706,28,36.4,8,1.91,69.0,20.8,39.9,0.879,0.311,0.64,0
AST-MED-784,Medical,2368,184,48.3,12,5.33,64.0,16.1,44.2,2.273,2.044,0.612,1
AST-MED-852,Medical,610,106,16.9,3,2.18,44.2,9.4,53.5,0.643,1.178,0.831,0
AST-HVA-646,HVAC,1157,218,7.3,5,6.09,78.8,33.3,48.9,3.2,2.422,0.189,1
AST-MED-314,Medical,1826,196,37.5,11,5.47,62.6,18.2,53.6,2.281,2.178,0.616,0
AST-MED-648,Medical,661,103,25.5,3,2.41,46.3,10.1,46.1,0.744,1.144,1.157,0
AST-ELE-756,Elevator,1540,16,14.5,14,2.55,59.0,28.4,28.8,1.005,0.178,0.282,0
AST-MED-971,Medical,2407,210,73.4,16,6.09,74.2,18.8,46.1,3.015,2.333,0.915,1
AST-MED-132,Medical,779,205,0.8,1,5.07,70.6,17.5,59.8,2.384,2.278,0.031,1
AST-GEN-455,Generator,2303,95,76.0,12,4.74,68.9,38.9,58.2,2.175,1.056,0.99,1
AST-WAT-456,Water Pump,2123,15,253.5,13,3.35,89.9,25.7,34.9,2.007,0.167,3.582,1
AST-ELE-854,Elevator,1395,225,38.7,10,5.89,79.3,38.6,35.2,3.11,2.5,0.832,1
AST-IT -630,IT Server,153,87,17.8,2,0.8,48.8,16.1,65.9,0.259,0.967,3.49,0
AST-WAT-607,Water Pump,1324,12,45.6,8,4.22,67.7,25.9,41.5,1.904,0.133,1.033,0
AST-ELE-781,Elevator,2112,23,14.9,8,3.85,58.7,35.4,36.9,1.506,0.256,0.212,0
AST-ELE-940,Elevator,1877,207,8.7,12,6.88,81.6,35.5,64.6,3.743,2.3,0.139,1
AST-MED-907,Medical,1237,234,16.2,9,6.15,61.4,19.3,57.1,2.518,2.6,0.393,1
AST-GEN-387,Generator,1968,127,39.0,10,4.01,81.5,52.7,50.3,2.18,1.411,0.595,1
AST-MED-392,Medical,1150,145,9.0,6,2.77,55.8,13.0,63.0,1.029,1.611,0.235,0
AST-WAT-701,Water Pump,1034,9,10.2,2,3.05,70.0,38.7,34.0,1.425,0.1,0.296,0
AST-MED-926,Medical,246,13,9.6,2,1.32,34.4,8.6,67.4,0.303,0.144,1.171,0
AST-LAB-681,Lab Equipment,2209,224,48.5,13,6.3,76.2,21.4,56.7,3.199,2.489,0.659,1
AST-GEN-499,Generator,1249,140,29.0,7,4.5,80.1,53.9,31.3,2.405,1.556,0.697,1
AST-ELE-787,Elevator,1903,94,12.3,6,3.38,46.6,31.9,20.0,1.051,1.044,0.194,0
AST-WAT-312,Water Pump,2065,119,104.7,13,4.63,75.3,32.1,59.1,2.326,1.322,1.521,1
AST-WAT-935,Water Pump,2333,91,53.3,17,3.23,52.9,27.6,51.5,1.14,1.011,0.685,0
AST-WAT-397,Water Pump,1585,6,37.7,5,3.64,73.4,23.4,66.2,1.782,0.067,0.714,0
AST-GEN-224,Generator,120,227,0.0,0,7.45,95.8,58.8,25.7,4.758,2.522,0.0,1
AST-HVA-579,HVAC,673,221,1.3,2,6.55,76.9,30.4,36.4,3.359,2.456,0.058,1
AST-WAT-462,Water Pump,841,155,0.3,5,5.93,66.6,34.5,69.9,2.635,1.722,0.011,0
AST-HVA-873,HVAC,1808,16,9.5,12,2.32,55.8,26.7,45.0,0.861,0.178,0.158,0
AST-IT -974,IT Server,941,37,23.2,5,1.22,51.7,15.7,44.3,0.422,0.411,0.74,0
AST-ELE-358,Elevator,1949,8,22.0,4,2.42,62.3,26.5,59.2,1.006,0.089,0.339,0
AST-GEN-506,Generator,587,93,27.1,3,2.33,68.9,48.5,52.7,1.07,1.033,1.385,0
AST-WAT-206,Water Pump,1983,76,47.7,16,3.13,52.2,31.4,43.1,1.088,0.844,0.722,0
AST-ELE-503,Elevator,262,56,19.9,2,1.83,56.0,32.6,43.8,0.682,0.622,2.279,0
AST-HVA-764,HVAC,976,192,78.6,5,6.28,73.4,32.7,59.7,3.075,2.133,2.416,1
AST-ELE-895,Elevator,2424,77,144.9,14,4.63,73.1,25.8,69.2,2.258,0.856,1.793,1
AST-ELE-711,Elevator,2112,240,126.0,13,8.91,101.3,34.7,27.8,6.019,2.667,1.79,1
AST-MED-258,Medical,1913,143,21.6,7,3.79,60.6,12.2,52.8,1.532,1.589,0.339,0
AST-GEN-802,Generator,1024,110,20.1,8,3.38,76.4,38.8,63.0,1.721,1.222,0.589,1
AST-WAT-611,Water Pump,2452,234,163.1,10,7.62,114.1,42.0,72.8,5.802,2.6,1.996,1
AST-LAB-843,Lab Equipment,1105,87,12.5,5,1.75,42.3,11.1,62.6,0.495,0.967,0.339,0
AST-MED-719,Medical,1481,183,8.1,6,4.89,63.2,15.4,44.0,2.062,2.033,0.164,0
AST-WAT-567,Water Pump,2106,225,30.4,12,5.39,72.4,42.3,52.6,2.599,2.5,0.433,1
AST-LAB-842,Lab Equipment,820,186,25.9,6,4.88,67.9,16.1,51.6,2.206,2.067,0.948,1
AST-ELE-995,Elevator,1209,175,10.7,2,4.86,78.7,32.5,62.9,2.548,1.944,0.266,0
AST-ELE-920,Elevator,618,113,4.6,3,3.8,64.9,31.8,47.8,1.643,1.256,0.223,0
AST-IT -334,IT Server,573,218,15.1,2,5.15,70.2,25.7,48.1,2.411,2.422,0.791,1
AST-ELE-386,Elevator,126,42,0.0,0,1.69,45.0,28.9,57.3,0.506,0.467,0.0,0
AST-GEN-503,Generator,559,122,45.1,3,3.88,74.5,58.6,68.0,1.927,1.356,2.42,0
AST-LAB-518,Lab Equipment,1138,182,1.4,8,4.34,65.1,18.5,62.5,1.881,2.022,0.037,1
AST-ELE-383,Elevator,195,72,0.0,0,0.96,61.9,30.4,50.1,0.395,0.8,0.0,0
AST-LAB-444,Lab Equipment,1531,26,69.4,12,2.35,43.8,10.9,61.7,0.685,0.289,1.36,0
AST-IT -486,IT Server,977,130,10.2,3,2.43,43.9,19.9,50.4,0.711,1.444,0.313,0
AST-HVA-116,HVAC,1464,2,8.5,12,2.68,53.3,17.6,47.6,0.953,0.022,0.174,0
AST-ELE-990,Elevator,567,137,38.2,3,3.29,67.3,29.2,38.4,1.474,1.522,2.021,0
AST-GEN-138,Generator,1983,199,34.6,12,6.88,109.2,58.0,57.8,5.01,2.211,0.523,1
AST-ELE-751,Elevator,1416,151,35.6,6,4.58,73.0,40.6,60.4,2.23,1.678,0.754,1
AST-WAT-638,Water Pump,582,114,23.1,4,3.87,56.4,34.8,41.9,1.455,1.267,1.191,0
AST-LAB-602,Lab Equipment,2002,204,6.8,12,4.54,77.8,20.3,28.6,2.356,2.267,0.102,1
AST-GEN-739,Generator,890,82,0.9,1,1.08,73.5,49.3,34.4,0.53,0.911,0.03,0
AST-GEN-870,Generator,968,210,101.7,9,7.56,90.2,47.0,62.1,4.548,2.333,3.152,1
AST-LAB-298,Lab Equipment,575,184,0.7,4,4.35,67.5,21.6,42.7,1.958,2.044,0.037,0
AST-GEN-722,Generator,1743,198,37.8,12,6.19,108.8,52.9,50.8,4.492,2.2,0.651,1
AST-GEN-181,Generator,1441,31,17.9,7,3.58,74.0,46.0,58.0,1.768,0.344,0.373,1
AST-GEN-488,Generator,35,126,2.5,1,2.31,76.5,41.0,42.7,1.18,1.4,2.143,0
AST-GEN-169,Generator,1084,50,53.2,6,4.43,80.9,39.8,56.1,2.388,0.556,1.472,0
AST-ELE-357,Elevator,2167,99,147.9,13,3.88,75.3,18.5,69.2,1.947,1.1,2.048,0
AST-IT -782,IT Server,1597,203,3.4,12,4.84,69.6,29.1,43.5,2.244,2.256,0.064,0
AST-MED-321,Medical,2064,18,121.2,12,2.74,49.0,9.2,53.7,0.896,0.2,1.762,0
AST-MED-587,Medical,1048,29,3.3,9,1.32,42.3,6.5,53.8,0.373,0.322,0.094,0
AST-MED-285,Medical,47,144,0.0,0,2.88,51.6,11.9,67.4,0.991,1.6,0.0,0
AST-GEN-167,Generator,2307,117,50.1,12,3.47,84.1,48.1,60.4,1.945,1.3,0.651,1
AST-ELE-929,Elevator,2357,93,134.1,17,4.15,75.0,34.7,27.9,2.077,1.033,1.707,1
AST-IT -314,IT Server,984,120,7.2,2,1.72,59.9,14.5,49.2,0.686,1.333,0.22,0
AST-WAT-333,Water Pump,461,34,0.0,0,3.11,56.2,28.6,32.5,1.166,0.378,0.0,0
AST-GEN-381,Generator,380,190,0.0,0,4.57,92.4,39.8,70.1,2.816,2.111,0.0,1
AST-MED-152,Medical,684,176,23.5,2,4.39,54.1,14.0,57.1,1.582,1.956,1.031,0
AST-ELE-482,Elevator,139,135,11.3,2,3.14,60.9,37.2,66.7,1.275,1.5,2.439,0
AST-IT -833,IT Server,105,1,9.2,1,0.79,49.5,14.8,49.8,0.26,0.011,2.629,0
AST-LAB-254,Lab Equipment,737,8,6.2,4,1.27,38.3,15.6,50.1,0.324,0.089,0.252,0
AST-ELE-589,Elevator,379,224,0.9,1,6.71,87.5,38.7,52.9,3.915,2.489,0.071,1
AST-WAT-224,Water Pump,2169,150,4.4,9,4.74,88.0,33.2,55.9,2.78,1.667,0.061,0
AST-MED-455,Medical,767,63,20.0,6,1.43,38.0,6.8,25.2,0.363,0.7,0.782,0
AST-ELE-816,Elevator,1354,146,59.2,7,4.85,76.8,29.9,48.4,2.481,1.622,1.312,1
AST-HVA-234,HVAC,990,54,36.9,3,1.24,59.9,22.8,31.5,0.495,0.6,1.118,0
AST-MED-930,Medical,2143,185,14.7,8,4.91,66.0,16.4,31.9,2.162,2.056,0.206,1
AST-MED-217,Medical,1915,93,161.4,16,2.81,56.5,5.4,24.7,1.059,1.033,2.528,1
AST-IT -130,IT Server,839,43,41.1,3,1.26,53.9,15.8,51.8,0.453,0.478,1.47,0
AST-WAT-664,Water Pump,2183,138,33.2,7,5.62,71.6,38.6,45.9,2.681,1.533,0.456,1
AST-LAB-984,Lab Equipment,42,227,0.6,1,5.05,77.8,23.8,48.5,2.62,2.522,0.429,0
AST-HVA-576,HVAC,1407,4,4.9,6,2.54,43.4,24.6,58.8,0.736,0.044,0.104,0
AST-WAT-851,Water Pump,1175,32,31.1,7,3.93,59.4,20.6,45.8,1.554,0.356,0.794,0
AST-HVA-148,HVAC,1847,132,184.4,6,4.55,78.7,21.9,65.3,2.389,1.467,2.995,1
AST-LAB-605,Lab Equipment,1461,133,2.7,4,3.07,48.7,16.3,53.2,0.996,1.478,0.055,0
AST-LAB-432,Lab Equipment,1425,175,25.1,3,4.61,72.8,18.4,55.1,2.238,1.944,0.528,1
AST-HVA-701,HVAC,1417,148,117.1,5,5.33,78.1,18.5,51.6,2.777,1.644,2.479,1
AST-MED-443,Medical,206,76,13.1,1,1.14,45.1,8.9,58.5,0.343,0.844,1.908,0
AST-LAB-280,Lab Equipment,1046,101,5.7,8,2.32,46.1,11.8,64.4,0.712,1.122,0.163,0
AST-MED-793,Medical,1641,33,36.9,13,2.07,44.7,7.4,49.0,0.617,0.367,0.675,0
AST-IT -539,IT Server,1419,27,93.6,10,2.31,54.8,11.3,48.1,0.844,0.3,1.979,0
AST-HVA-394,HVAC,580,11,0.0,1,1.67,59.4,22.0,75.2,0.663,0.122,0.0,0
AST-GEN-766,Generator,2296,70,18.4,14,2.92,81.8,34.9,77.3,1.591,0.778,0.24,0
AST-MED-147,Medical,1091,233,5.1,7,6.4,69.2,19.9,66.1,2.952,2.589,0.14,1
AST-HVA-598,HVAC,1611,67,9.8,8,1.75,57.8,24.8,45.2,0.673,0.744,0.182,0
AST-MED-719,Medical,854,220,22.9,5,5.7,71.7,19.2,51.6,2.725,2.444,0.804,1
AST-MED-209,Medical,1773,201,69.0,6,5.43,66.3,14.7,55.4,2.401,2.233,1.168,1
AST-ELE-870,Elevator,1576,115,38.0,8,3.75,61.9,29.4,38.3,1.549,1.278,0.723,0
AST-HVA-552,HVAC,2307,229,56.9,11,7.0,85.2,34.6,40.9,3.979,2.544,0.74,1
AST-ELE-998,Elevator,1748,145,9.8,9,3.71,74.4,30.3,38.3,1.843,1.611,0.168,0
AST-WAT-985,Water Pump,1504,137,34.7,12,6.29,72.1,36.6,35.5,3.024,1.522,0.692,1
AST-MED-735,Medical,338,193,97.5,3,5.28,74.6,16.5,63.9,2.625,2.144,8.654,1
AST-LAB-761,Lab Equipment,1818,118,55.8,9,3.47,60.0,16.1,48.2,1.388,1.311,0.921,0
AST-LAB-396,Lab Equipment,405,130,107.6,5,4.12,57.9,15.5,45.5,1.589,1.444,7.97,0
